accelX,accelY,accelZ,magX,magY,magZ,gyroX,gyroY,gyroZ
5140,-1001,-1918,61,113,159,-5188,1243,23479
5794,-1646,-2101,125,121,153,-4466,-4756,25562
5472,-965,-1567,175,163,133,-5306,-10736,26788
4365,111,-417,209,213,95,-5032,-13935,28252
2857,201,331,250,280,76,-4956,-13351,30326
2401,149,-81,254,354,44,-5462,-11357,30239
1924,539,-745,233,433,57,-5060,-9858,29210
1195,1446,-757,197,483,49,-3282,-9127,25092
-427,2201,-1173,163,529,67,-976,-7228,18826
-1437,2468,-901,139,545,101,1580,-6413,13663
-1660,1924,-786,112,556,110,4199,-5446,9742
-978,1139,-791,89,561,135,4717,-2235,7580
-580,623,-1831,80,566,128,3671,42,5144
-28,443,-2224,75,563,143,2934,-1664,2791
366,511,-2505,69,573,149,1614,-4006,647
309,1046,-2261,71,575,165,3711,-7437,-718
31,1501,-2224,61,565,209,5081,-9583,1768
397,1635,-1677,63,565,229,7174,-9814,6249
666,1091,-597,34,560,258,8229,-13278,5613
739,1130,1039,38,534,300,5731,-18914,864
123,1640,1630,18,500,324,4582,-23039,-3048
-856,2250,1604,10,458,360,5615,-22088,-2888
-1433,1855,1838,-4,416,368,7964,-19763,-2781
-634,838,1831,-13,379,387,8423,-19556,-4656
442,87,2311,-41,339,373,6675,-22020,-6786
868,-231,2514,-43,297,355,3081,-21922,-6058
754,-152,2275,-53,257,331,756,-22082,-3490
773,598,1780,-62,220,308,472,-24239,-547
1490,1149,1413,-58,178,252,2806,-25379,-410
2053,464,1367,-55,163,201,3958,-22467,-887
3058,-416,2160,-56,152,148,2781,-21671,-1292
3398,-721,934,-63,155,101,291,-21017,731
4032,963,-702,-65,175,47,5112,-31125,470
3945,2731,-1122,-51,217,-43,8389,-32768,-3471
2601,2784,-3128,-45,303,-103,15591,-32768,-20215
2687,1269,-721,2,430,-78,21387,-32768,-32768
1203,1284,-1141,85,441,-65,24000,-6151,-15649
1284,228,-301,140,442,-52,21767,34,-1842
-314,-772,-1734,158,448,-30,13639,-5308,4538
2072,-2208,-53,175,473,35,8239,-6881,4660
-1019,-1415,-1931,174,486,56,6720,348,7387
-1833,-1345,-2657,177,507,81,7090,-95,5702
-886,-533,-2887,170,504,78,8598,-2164,3798
-293,-221,-2402,177,517,87,8098,-1986,2288
361,220,-1899,179,505,89,7470,-695,2315
1158,-633,-2511,169,517,91,5304,457,3814
353,-1442,-2343,166,522,94,4301,1399,6346
-99,-1291,-2406,147,537,97,5461,5036,8174
-58,-138,-1873,129,539,93,3080,-1293,8717
-666,-1308,-681,115,555,107,3635,-1006,8810
-407,-922,-1082,97,559,93,2270,2978,11481
-452,-721,-1536,61,565,83,1299,6940,16106
-824,514,-3862,30,556,58,217,14769,17427
-2421,95,-2851,2,538,30,-4018,9521,8786
-2251,-467,-2842,-17,513,9,-4772,10416,6160
-1333,-621,-2474,-32,494,-2,-1484,12924,4387
349,-906,-2959,-37,475,-27,2814,15327,2623
329,-889,-2732,-26,436,-54,5222,13227,5087
-338,-309,-2496,-31,415,-63,3585,5617,8516
-576,-79,-2702,-28,404,-70,3170,546,9295
-429,-633,-2394,-21,403,-69,3969,-952,4626
-1,-762,-1874,-13,393,-71,4237,329,3719
18,-835,-1900,-11,389,-85,4780,3303,3204
134,-1061,-1911,-3,381,-79,3494,3496,4846
-160,-1211,-2085,0,370,-88,2001,3747,6780
-477,-1085,-1953,-4,354,-90,-296,1151,7612
-948,-389,-1622,-8,352,-84,-2469,-181,6131
-634,-262,-1692,-15,353,-89,-2285,1042,3356
-42,-526,-1861,-15,337,-91,-1791,3032,1629
-40,-687,-2099,-26,336,-82,-1598,3136,722
-492,-611,-2271,-22,330,-88,-450,1532,-75
-479,-585,-1865,-30,336,-88,662,975,-1025
-254,-705,-1721,-22,322,-90,-1236,1792,-747
284,-647,-2183,-31,321,-85,-2598,4705,-1256
444,-554,-2541,-32,300,-74,-310,3836,-1395
-66,-421,-1748,-33,315,-81,2216,863,-1253
-62,-532,-1760,-23,305,-83,2206,1970,-1602
177,-595,-2006,-28,300,-80,2038,1505,-2414
477,-804,-1937,-18,302,-86,1643,110,-1966
371,-944,-2017,-22,300,-86,1365,424,-308
195,-1085,-1802,-16,298,-88,789,-860,597
241,-816,-1688,-17,303,-87,554,287,1017
191,-743,-1586,-7,289,-85,1118,2966,1209
317,-999,-1970,-8,288,-78,1395,5689,984
498,-1187,-2145,4,266,-76,2717,5859,1439
706,-1318,-2037,2,256,-76,1100,2558,2030
529,-1046,-1727,8,266,-90,393,-983,4033
287,-1024,-1802,12,264,-88,80,-31,3611
0,-1076,-1711,18,252,-84,41,6095,2440
818,-686,-1809,16,224,-60,1636,15513,1477
1174,-1059,-1383,32,198,-48,1914,8931,1720
931,-1113,-1637,26,196,-40,-616,4944,2403
1350,-1391,-1934,37,175,-25,-358,8614,2597
1522,-1336,-1788,34,160,0,1025,11245,4046
1482,-1297,-1539,51,143,23,2960,12034,4741
1307,-1421,-960,55,129,51,4916,11971,5027
1272,-1302,-648,79,115,77,5412,12819,6621
1560,-1510,-517,98,120,118,6442,14897,7633
1851,-1908,-477,119,119,161,6731,17230,9034
1617,-1939,-734,133,141,209,6129,16553,10245
1031,-1692,-287,143,167,243,6377,15934,11404
347,-1500,94,163,199,283,6706,17973,12253
72,-1538,379,159,253,305,7264,20045,14412
-90,-1457,207,154,316,338,6388,21524,16079
62,-1270,-735,137,389,325,6327,21784,17120
-377,-1017,-1397,117,435,321,4982,16873,14399
-742,-708,-1975,89,475,311,4282,11362,12803
-936,-447,-1900,69,487,301,4224,6358,12659
-1130,35,-1390,46,500,298,4609,2160,12309
-1274,479,-921,18,490,294,4290,-1689,12013
-1065,767,-1024,-6,486,296,4846,-2966,11348
-780,890,-1031,-35,469,295,6769,-4498,9942
-610,1042,-760,-60,448,304,7264,-7007,9679
-748,1882,-538,-75,421,301,7307,-8480,11567
-804,1964,346,-99,397,303,8047,-10676,10292
-650,1777,717,-119,365,297,6274,-13736,6997
-559,1483,659,-120,330,290,5182,-15378,4765
-296,1290,600,-126,292,268,5028,-17722,5389
-75,1282,703,-124,266,248,7050,-16371,6694
442,1495,589,-124,236,224,8476,-15792,7440
1626,1532,-28,-126,212,184,9657,-22263,7936
1577,1551,776,-110,202,124,5512,-18530,7873
1894,1978,-68,-100,192,108,4629,-19202,8313
1991,2340,-466,-87,199,51,6979,-21710,8462
2331,2117,-940,-68,210,0,8202,-24856,6928
2373,2241,-1254,-50,260,-60,7083,-28710,5467
2355,1859,-1254,-23,313,-81,7139,-26752,2916
1833,2065,-1835,-8,350,-94,9145,-20048,1842
1342,2042,-2679,18,392,-96,11578,-14607,658
959,2159,-3207,41,427,-77,12984,-15933,-350
159,1326,-1859,66,462,-52,11287,-17610,-2362
-595,1186,-1852,97,487,-23,11386,-10219,-2281
-720,454,-2714,109,493,-9,10608,-4691,-2418
-559,311,-3806,139,493,-3,11593,-1753,-2023
-511,19,-4409,158,500,34,14419,-4541,-2374
-1062,-18,-2428,168,496,66,15078,-8937,-1454
-1615,103,-1366,187,499,107,13948,-7602,-2641
-1310,-577,-1179,190,498,138,11978,-6448,-4319
-1526,-1225,-1530,202,478,162,10959,-5524,-4483
-1577,-1139,-1578,203,471,193,10643,-5690,-4681
-1611,-926,-1209,211,459,223,11389,-6127,-6193
-1029,-1621,-246,200,446,254,10167,-9617,-7325
-909,-2204,1322,196,420,288,7834,-9667,-7146
-1687,-2385,831,189,397,303,4841,-5473,-7143
-1365,-2559,367,201,371,303,2495,-6154,-9078
-567,-2580,-358,191,347,305,2031,-5635,-9709
-511,-2286,-748,187,327,317,3199,-6002,-8676
-109,-1886,296,173,295,315,4832,-7149,-8056
40,-2073,1160,169,281,325,3632,-6086,-7943
-70,-2076,594,155,257,315,-438,-5248,-7726
548,-2103,-123,148,242,320,264,-5025,-7773
683,-1773,130,135,233,309,2211,-4514,-6253
1147,-1766,1158,129,211,301,1492,-5169,-4404
220,-1624,119,123,209,305,-1484,-2547,-3188
612,-1898,474,125,199,295,-975,-2805,-4431
813,-1541,286,124,180,288,-482,-2280,-4370
1134,-1112,130,109,177,289,-273,-1725,-3941
1167,-1003,36,109,177,283,-802,-1269,-2996
1534,-1228,-282,107,181,287,-879,-902,-1972
1270,-1003,-23,94,174,282,-366,559,-677
1300,-785,235,96,174,282,-749,1043,-428
1692,-902,415,104,180,280,-1989,1838,-521
2186,-1060,115,102,180,292,-2805,4449,1519
2287,-875,-582,121,199,297,-2562,7540,4801
1880,-519,-39,122,208,298,-2576,6417,9130
1524,-405,794,144,236,314,-3145,8277,11900
964,-377,759,161,257,313,-5276,12594,13259
230,-86,-51,161,257,313,-7072,14727,13576
-351,-216,-1095,161,257,313,-7624,12890,12252
-525,-532,-1008,161,257,313,-5769,9649,9142
-506,-1536,-804,161,257,313,-4101,10407,8353
-768,-1434,-898,161,257,313,-3050,10791,9692
-1416,-1447,-223,161,257,313,-2774,10411,8941
-1524,-1269,-136,161,257,313,-3914,12190,6374
-1145,-888,30,161,257,313,-4425,15035,2846
-306,-1605,-2721,161,257,313,-4015,15351,1766
-964,-1693,-2223,161,257,313,-2895,8445,3181
-817,-1725,-1610,161,257,313,-2192,5562,2203
-285,-1873,-1391,161,257,313,-4533,5364,2672
-408,-1437,-1506,161,257,313,-6870,6648,4479
-461,-934,-2262,161,257,313,-6775,6494,5991
-814,-1072,-2852,161,257,313,-3500,4557,5405
-704,-1064,-2060,161,257,313,-1498,4445,3518
207,-1105,-1817,161,257,313,-2772,2655,2051
-4,-1258,-2263,161,257,313,-4971,1127,2944
-745,-1461,-2801,161,257,313,-3704,2749,2666
4,-1608,-2769,161,257,313,-1137,9507,-246
1297,-1356,-3213,161,257,313,294,14881,-269
1460,-1235,-3028,161,257,313,1206,11836,1320
835,-1298,-2654,161,257,313,186,7457,3608
918,-1530,-2679,161,257,313,1608,10007,2787
1686,-1689,-2631,161,257,313,3354,14030,2410
2178,-1707,-2374,161,257,313,3009,14958,3165
2507,-1594,-2207,161,257,313,2386,12339,4566
2466,-1721,-2278,161,257,313,3063,10349,4973
2692,-1916,-2492,161,257,313,4619,12164,4595
2624,-1625,-2312,161,257,313,5611,16033,4832
2406,-1088,-1557,161,257,313,6385,20120,6597
2463,-910,-485,161,257,313,6104,25379,7982
1987,-876,33,161,257,313,5270,22675,9123
2136,-1199,182,161,257,313,4547,24376,8985
2133,-1360,-359,161,257,313,4609,26857,9318
1710,-923,-631,161,257,313,4544,27638,10022
1372,-958,-894,161,257,313,4020,28975,9741
935,-1070,-1307,161,257,313,3041,29454,9949
798,-1200,-2008,161,257,313,1201,25978,9531
279,-1120,-2736,161,257,313,-261,17748,9790
-331,-579,-2736,161,257,313,-349,8380,9975
-367,-399,-2337,161,257,313,905,3502,10700
-303,-129,-1427,161,257,313,2322,1070,11352
81,159,-1062,161,257,313,3118,391,11592
341,549,-1160,161,257,313,3898,552,13000
298,1177,-1349,161,257,313,4544,-1003,14589
-392,1887,-1422,161,257,313,4986,-4931,15222
-885,2249,-1265,161,257,313,5612,-8884,14503
-808,2100,-696,161,257,313,6698,-12277,12436
-575,1834,41,161,257,313,7654,-11761,11436
-701,2022,-146,161,257,313,7842,-10479,9993
-757,2180,62,161,257,313,8611,-7564,9177
-456,2244,409,161,257,313,8487,-6168,8386
111,2197,362,161,257,313,7055,-10039,8379
586,2405,441,161,257,313,6716,-16329,9053
506,2333,1242,161,257,313,6440,-17150,10217
443,2312,-112,161,257,313,5393,-12499,9996
681,2053,-743,161,257,313,6654,-9464,9807
900,1899,-1274,161,257,313,6676,-8476,10276
1280,1960,-1817,161,257,313,7062,-10583,11277
1258,2378,-1806,161,257,313,8884,-15689,12453
807,2632,-1258,161,257,313,10273,-18264,11328
561,2314,-1488,161,257,313,9517,-15400,8123
421,1889,-2124,161,257,313,8677,-12990,5657
606,1575,-2591,161,257,313,8948,-12093,4485
688,1418,-2778,161,257,313,10063,-11097,4089
493,1657,-2388,161,257,313,10332,-12412,3832
-89,1393,-2472,161,257,313,12650,-7043,3091
-187,1288,-2396,161,257,313,13218,-4839,3122
-153,979,-2531,161,257,313,12921,-5523,3446
-96,728,-2068,161,257,313,12280,-7366,4203
-292,460,-1896,161,257,313,11756,-6064,5250
-642,110,-1926,161,257,313,10900,-2539,6199
-609,26,-2354,161,257,313,10193,1324,6609
-617,138,-3228,161,257,313,10363,-2,7400
-1097,0,-2024,161,257,313,12669,-2116,8328
-1459,134,-1993,161,257,313,12218,-727,8440
-1463,60,-2015,161,257,313,12215,-1096,7572
-1666,99,-1256,161,257,313,11593,-3961,7326
-2469,-744,-620,161,257,313,9441,-1958,5779
-2614,-1458,-1147,161,257,313,6989,1756,3261
-1238,-1405,-1333,161,257,313,6510,2290,2672
-1588,-831,-1187,161,257,313,5163,1473,4308
-2018,-898,-1724,161,257,313,4123,-302,4361
-2386,-1458,-963,161,257,313,3464,-3299,3546
-2419,-1776,-561,161,257,313,2926,-1917,2537
-2367,-1379,-987,161,257,313,827,-5598,3635
-1586,-446,27,161,257,313,2063,-4342,4595
-1085,-332,-290,161,257,313,5419,6772,2844
-1701,-534,-1769,161,257,313,2968,6593,70
-2022,-595,-954,161,257,313,1892,1858,-164
-2263,-629,-31,161,257,313,3649,1855,-676
-2130,-693,-68,161,257,313,4511,5890,-1714
-1246,-447,-933,161,257,313,2924,10508,-4104
-1139,-727,-1238,161,257,313,106,10092,-5250
-995,-1046,-1191,161,257,313,-1083,9351,-5641
-1048,-1096,-908,161,257,313,-1502,9027,-4736
-889,-948,-1128,161,257,313,-909,8438,-1570
-210,-1125,-1208,161,257,313,-1619,8778,-1014
-1079,-600,-1136,161,257,313,-3466,10935,-1454
-1134,-689,-1605,161,257,313,-3580,12404,-3201
-1009,-1609,-2076,161,257,313,-1117,9055,-2489
-825,-1379,-1465,161,257,313,-1644,6478,-588
-416,-853,-1703,161,257,313,-3965,5365,1490
-568,-149,-1907,161,257,313,-4054,4660,2491
-403,-138,-2235,161,257,313,-3256,4203,1104
-116,-499,-2436,161,257,313,-2373,1995,472
-258,-246,-1921,161,257,313,-1569,-194,165
-559,-729,-2012,161,257,313,-1066,-148,1055
-565,-616,-1659,161,257,313,-2357,1395,2619
-251,-34,-2240,161,257,313,-4037,2944,3168
-253,148,-1211,161,257,313,-2420,-1768,2619
-372,3,-1705,161,257,313,-2193,-1058,1637
-491,-133,-1885,161,257,313,-3060,-2239,1481
-512,-152,-1888,161,257,313,-2657,-1669,1518
-347,59,-2074,161,257,313,-1574,-136,1338
-206,-183,-2334,161,257,313,369,391,295
24,-141,-2653,161,257,313,-251,-999,-1030
61,-235,-2008,161,257,313,9,-3374,-2899
-8,-540,-1923,161,257,313,1561,-2186,-3045
153,-772,-2306,161,257,313,2375,-879,-2584
365,-805,-1972,161,257,313,743,-2778,-2904
186,-552,-1514,161,257,313,-216,-5587,-3580
-53,-787,-1417,161,257,313,3180,-30,-1718
-29,-1119,-2068,161,257,313,5169,3414,-724
-24,-1009,-1894,161,257,313,-722,-3957,-2328
64,-988,-2498,161,257,313,300,-1304,-508
117,-1066,-1831,161,257,313,2028,-1843,1109
28,-846,-1737,161,257,313,1616,-1053,2775
-334,-784,-2193,161,257,313,1754,-108,2928
-385,-842,-2000,161,257,313,2550,902,1158
-52,-1064,-2188,161,257,313,3785,4779,-3
105,-1466,-2124,161,257,313,4735,4429,367
-172,-1477,-1564,161,257,313,4699,2540,2801
-410,-1177,-1815,161,257,313,2156,4623,3298
-913,-737,-1508,161,257,313,1165,2471,2319
155,-1156,-1712,161,257,313,1153,4561,-104
185,-1260,-1699,161,257,313,868,5493,-885
243,-1215,-1873,161,257,313,-40,5667,-1156
184,-1124,-2008,161,257,313,483,6149,-2160
276,-1264,-2148,161,257,313,1312,4844,-3385
77,-1329,-1863,161,257,313,683,1247,-3302
-889,-880,-1634,161,257,313,-3567,3457,-6105
-300,-80,-1924,161,257,313,-5571,6341,-12612
2560,746,-2442,161,257,313,-185,6098,-13516
1388,-949,-2294,161,257,313,8987,616,-5977
1136,-344,-1552,161,257,313,9740,-3098,-10246
1338,-339,-1647,161,257,313,8174,-1927,-11677
1271,-317,-1312,161,257,313,7931,-2467,-9683
1398,-677,-1741,161,257,313,7049,-4529,-6209
936,-917,-1815,161,257,313,5968,-6850,-3615
1141,-700,-2122,161,257,313,5737,-7806,-4173
1140,-410,-1874,161,257,313,7143,-9012,-4025
913,-118,-1787,161,257,313,9005,-7950,-4492
602,-122,-2094,161,257,313,9881,-8664,-5908
882,-572,-1638,161,257,313,10161,-10699,-8313
918,-1113,-1187,161,257,313,7915,-12948,-9899
23,-1530,-1289,161,257,313,635,-16974,-10939
1135,-794,-2091,161,257,313,-1793,-15883,-12859
694,-102,-2212,161,257,313,3941,-7128,-10519
710,-507,-2053,161,257,313,6718,-7163,-9393
1611,-1839,-2743,161,257,313,-1473,-20506,-8025
1541,-1501,3203,161,257,313,-4186,-19803,-5075
-419,-1081,-1956,161,257,313,-160,2448,-3396
-287,-1661,-2223,161,257,313,-3464,-5276,-3738
-60,-1320,-1480,161,257,313,-7067,-3364,-5467
-282,-154,-1475,161,257,313,-9117,-4601,-6606
160,358,-1470,161,257,313,-13286,-7083,-5161
-216,376,-2180,161,257,313,-14253,-10938,-3677
-489,360,-2209,161,257,313,-12592,-3625,-3300
-290,92,-1868,161,257,313,-7008,5222,-4522
-251,431,-3417,161,257,313,-1326,7596,-3388
-303,65,-1834,161,257,313,4971,-1528,-3706
-602,-90,-1631,161,257,313,9810,3038,-3784
-818,-347,-1210,161,257,313,9989,4140,-3952
617,-42,-1760,161,257,313,4968,2384,-5151
386,-843,-2153,161,257,313,1951,0,-5214
91,-491,-2105,161,257,313,3492,-816,-358
283,-624,-2375,161,257,313,3227,-2617,2324
-370,-533,-1970,161,257,313,3299,-3630,6661
-906,-424,-1587,161,257,313,2067,-356,4259
-33,-615,-1867,161,257,313,-1506,2051,984
280,-662,-2547,161,257,313,-2228,7096,875
-75,-686,-1979,161,257,313,7656,-1041,5265
-1101,-740,-2586,161,257,313,-2229,2200,3852
-377,-607,-2281,161,257,313,-1867,359,-483
-178,-294,-2122,161,257,313,-1856,-99,-1926
-713,-281,-2018,161,257,313,-4019,-4002,-657
-488,109,-2526,161,257,313,-2374,-2030,-1452
54,-335,-2317,161,257,313,-973,-1419,-958
-352,-273,-2317,161,257,313,-758,-1435,685
-225,-332,-2238,161,257,313,-2271,-2993,2721
-975,601,-2420,161,257,313,-2910,-3993,3832
-706,93,-2213,161,257,313,937,-4653,1380
-123,-556,-2461,161,257,313,386,-4418,-2367
184,-1515,-2921,161,257,313,-2655,-7131,-2576
328,-1895,-2618,161,257,313,-1944,-9999,3036
-344,-1118,-2678,161,257,313,1489,-11835,7884
-812,-118,-1754,161,257,313,2055,-15617,9720
-1610,597,-303,161,257,313,2762,-16243,8432
-2211,455,329,161,257,313,4035,-12549,5313
-1966,397,221,161,257,313,5973,-7547,2651
-1769,-228,-647,161,257,313,2341,-5219,3892
-1621,-7,-148,161,257,313,-1435,-5392,3966
-1782,438,43,161,257,313,-2935,-5438,4503
-1620,652,629,161,257,313,-459,-4338,3941
-1795,822,176,161,257,313,-5,-1419,2759
-1667,1078,-1084,161,257,313,-5167,-6461,-1754
-1626,192,-510,161,257,313,-4940,-12047,-5228
-1456,-89,637,161,257,313,-3685,-13837,-5746
-1861,-31,882,161,257,313,-6597,-18987,-5068
86,-817,1661,161,257,313,-9520,-32768,-5541
-671,-488,1703,161,257,313,-13928,-32768,-115
-872,-210,2789,161,257,313,1051,-10655,870
-67,-465,-209,161,257,313,4409,7911,-853
-178,-315,2309,161,257,313,5047,-4590,-503
341,-534,2357,161,257,313,2077,-3249,-81
-904,0,3121,161,257,313,1604,3222,3855
-782,-107,2115,161,257,313,-3457,-310,-1712
-1335,-543,2101,161,257,313,-2799,-2671,-3448
-974,170,1304,161,257,313,-1542,607,-3969
-562,-410,1935,161,257,313,1140,-380,-6490
-54,-1150,2068,161,257,313,49,593,-5273
768,38,-219,161,257,313,-2707,-2023,-1097
-1008,128,766,161,257,313,1072,-14582,-5009
1256,50,410,161,257,313,-7601,-28903,-9991
2300,-1001,3345,161,257,313,6630,-6868,-7497
573,155,2036,161,257,313,-71,-1174,1972
805,-430,1661,161,257,313,133,-2310,1074
1059,-724,1266,161,257,313,1678,-2024,819
1157,-471,1530,161,257,313,4729,-2471,910
1056,4,2313,161,257,313,5851,-2867,928
1058,115,2306,161,257,313,3621,-1249,358
1326,-776,1944,161,257,313,2892,-202,1056
801,-43,1934,161,257,313,3482,-561,3458
1303,539,2477,161,257,313,2169,-1627,4121
945,-39,1498,161,257,313,-3351,-577,2951
1032,-108,1707,161,257,313,-829,-1590,265
1218,-142,1556,161,257,313,-545,-2833,-937
1206,-1,1687,161,257,313,392,-3649,-1218
1394,-46,1656,161,257,313,362,-3786,-1706
1568,-10,1622,161,257,313,540,-3460,-2183
1722,80,1638,161,257,313,600,-2679,-2774
1653,99,1429,161,257,313,167,-885,-1351
1700,48,1300,161,257,313,906,-964,-1131
1790,127,1252,161,257,313,1334,-1591,39
1549,378,1165,161,257,313,1927,-2420,1661
1495,570,1452,161,257,313,4584,-6613,1180
1867,562,1707,161,257,313,4212,-9269,-50
2021,362,1223,161,257,313,165,-11059,312
1907,320,273,161,257,313,-734,-11429,1371
2457,190,-313,161,257,313,1050,-13689,1338
2329,374,-378,161,257,313,4385,-15761,3439
1829,374,-664,161,257,313,6831,-16386,3957
1570,264,-881,161,257,313,7581,-17822,2538
1557,36,-1703,161,257,313,5643,-21323,300
1992,-41,-2840,161,257,313,-3300,-32768,1204
3634,-187,211,161,257,313,-6570,-32768,-1345
603,-1672,-721,161,257,313,2769,-748,-626
-14,440,-1844,161,257,313,-4882,52,2323
-226,234,-2950,161,257,313,-1879,250,1328
-5,560,-1528,161,257,313,-603,-2531,1959
415,328,-1556,161,257,313,-470,2478,2823
1193,-166,-4220,161,257,313,837,6573,5721
-388,566,-3645,161,257,313,1419,-6720,9179
-578,635,-2571,161,257,313,7414,-16085,6297
369,-253,653,161,257,313,8562,-26924,2539
-447,-939,-2013,161,257,313,-5988,-1001,1338
-1745,224,-2026,161,257,313,-4291,-1981,1391
-706,-453,-1912,161,257,313,-466,1148,-606
-1004,-242,-2130,161,257,313,-2700,740,-26
-1214,-108,-2659,161,257,313,-1558,1065,-1104
-646,-301,-2196,161,257,313,989,943,-2482
-520,-259,-1931,161,257,313,1124,-45,-2541
-1049,-524,-1853,161,257,313,1055,944,-1692
-647,-604,-2398,161,257,313,656,1502,-2946
-771,-212,-2051,161,257,313,1715,348,-3997
-500,-74,-1959,161,257,313,2510,-3210,-4431
-232,-191,-2153,161,257,313,3085,-3368,-4202
282,-616,-1992,161,257,313,4408,-696,-2395
-264,-685,-1865,161,257,313,3774,-1515,420
-576,-371,-2196,161,257,313,1238,-1702,674
-491,-346,-1828,161,257,313,-798,-6619,343
-480,-765,-535,161,257,313,-4026,-16435,1862
-1044,-668,-1376,161,257,313,-6807,-6937,7675
-2574,1118,-2116,161,257,313,1373,4320,4216
-1460,-196,-1087,161,257,313,759,-362,-1128
-168,-423,-1920,161,257,313,2641,1489,-1647
-610,-469,-1863,161,257,313,602,-3338,1232
-1650,-180,-1531,161,257,313,-1235,-4211,3017
-1667,126,-1252,161,257,313,-1984,-3616,1639
-1304,-404,-1473,161,257,313,-1487,-2890,-81
-1170,-455,-1532,161,257,313,-972,-2440,1355
-1332,145,-1281,161,257,313,-795,-1887,2448
-1703,564,-1228,161,257,313,-1099,-2097,1936
-1982,1026,-1776,161,257,313,-2462,-4920,-733
-1338,341,-1569,161,257,313,-4474,-13462,-3598
-1544,83,-664,161,257,313,-5698,-18970,-4275
-1824,-177,27,161,257,313,-6495,-20603,-4371
-1667,-447,19,161,257,313,-6851,-19067,-4840
-1612,-713,443,161,257,313,-3947,-15595,-1539
-1452,-633,890,161,257,313,-776,-11536,2840
-1510,-496,1121,161,257,313,339,-9667,4872
-1557,-460,1440,161,257,313,1738,-6136,6086
-1690,-98,1732,161,257,313,1803,-2949,6854
-894,40,2824,161,257,313,2243,-22644,2682
-1463,254,1963,161,257,313,311,-24425,5709
-1502,572,1734,161,257,313,5497,-1698,4901
-1223,229,2257,161,257,313,7227,5200,2680
-1053,355,2221,161,257,313,6126,4147,1795
-380,367,2077,161,257,313,4373,3505,1777
-961,179,1807,161,257,313,3248,543,4317
-866,490,1368,161,257,313,3842,1406,3746
-1060,834,1272,161,257,313,5867,5409,4018
-910,981,1081,161,257,313,7248,6783,5123
-1158,1571,1114,161,257,313,7174,4252,5003
-927,1626,1264,161,257,313,7466,2997,3737
-808,1222,1303,161,257,313,6571,2312,3599
-600,1217,987,161,257,313,5883,1563,4367
-932,2212,724,161,257,313,6784,450,5490
-687,2251,571,161,257,313,8139,-959,5636
-541,1679,494,161,257,313,9751,-318,5906
-331,1506,249,161,257,313,8805,1013,6044
-241,2472,-130,161,257,313,4077,-2857,5129
-640,2065,249,161,257,313,2983,-3117,3291
-289,2068,-231,161,257,313,4040,-354,1536
48,2173,-389,161,257,313,4247,370,1583
40,1832,-42,161,257,313,5156,877,2664
-100,1861,-149,161,257,313,4141,1278,3190
-354,2207,-718,161,257,313,4075,1549,2410
322,2113,-1087,161,257,313,5843,3185,1049
321,2104,-599,161,257,313,3632,997,659
36,1982,-637,161,257,313,2844,106,590
179,1820,-1062,161,257,313,2560,-987,-192
301,1802,-1050,161,257,313,2166,-2063,194
17,1827,-1172,161,257,313,3821,-3370,1435
-166,1672,-1064,161,257,313,3495,-3443,629
-316,1040,-1418,161,257,313,550,-4684,3239
522,1948,-1362,161,257,313,466,-6539,9780
338,1216,-790,161,257,313,285,-7062,17465
836,1523,-1375,161,257,313,1067,-6547,21273
1036,1488,-1267,161,257,313,-212,-5681,16388
1004,1234,-1246,161,257,313,1626,-5696,12060
928,884,-1465,161,257,313,3950,-7936,11434
925,318,-1643,161,257,313,3882,-8246,11524
888,527,-1560,161,257,313,3355,-7617,14271
1009,981,-1837,161,257,313,2372,-9343,16767
951,740,-2115,161,257,313,201,-9794,11985
409,57,-2126,161,257,313,-2074,-5738,6957
215,-22,-1817,161,257,313,-3929,-6458,6950
277,131,-1571,161,257,313,-2977,-8646,8739
440,537,-1382,161,257,313,-2831,-11523,10085
628,880,-2236,161,257,313,-1134,-11533,11109
798,1598,-2522,161,257,313,1125,-3861,8230
182,873,-2099,161,257,313,4995,-2306,9461
-450,432,-2846,161,257,313,5681,-3412,9729
94,124,-1632,161,257,313,7965,-3466,9633
618,211,-1428,161,257,313,3718,-1144,9673
-111,345,-2354,161,257,313,1578,1090,9768
54,140,-2673,161,257,313,2189,-400,8998
353,624,-2299,161,257,313,3321,-844,9582
207,373,-2207,161,257,313,3549,977,9175
-2,-343,-2206,161,257,313,1077,85,9551
-186,81,-2389,161,257,313,2837,-664,9707
-333,-54,-2401,161,257,313,4847,-2380,7987
-79,103,-2373,161,257,313,3844,-2333,7289
-331,175,-2583,161,257,313,4144,-2290,6308
-542,-354,-2282,161,257,313,6377,-5211,4963
-582,-1021,-2070,161,257,313,9896,-6000,6028
-806,-798,-1734,161,257,313,11342,-2323,7741
-658,-1158,-1915,161,257,313,8396,490,7501
-314,-725,-2231,161,257,313,8047,3368,8505
-69,-600,-1861,161,257,313,10026,6597,9975
-101,-885,-1270,161,257,313,10218,9587,14042
-22,-1011,-1457,161,257,313,5554,10991,16678
-1684,-39,-2340,161,257,313,-2271,7157,16277
-961,-338,-2662,161,257,313,-607,8140,12258
-478,-441,-1441,161,257,313,4480,4214,7864
-9,-434,-424,161,257,313,4436,6875,7935
462,-1101,-2194,161,257,313,2568,11263,10090
-510,-1014,-3162,161,257,313,5968,4449,16012
